gene,gene_id,gps_max_overall,gps_max_immune
AK4P3,ENSG00000233381,,
AK5,ENSG00000154027,1.29293439871252,
AK6,ENSG00000085231,,
AK7,ENSG00000140057,0.794258137645111,
AK8,ENSG00000165695,,
AK9,ENSG00000155085,0.879532978374909,
AKAIN1,ENSG00000231824,,
AKAP1,ENSG00000121057,1.29293439871252,
AKAP10,ENSG00000108599,0.879532978374909,
AKAP11,ENSG00000023516,1.94696613792731,1.29293439871252
AKAP12,ENSG00000131016,1.29293439871252,
AKAP13,ENSG00000170776,1.29293439871252,
AKAP14,ENSG00000186471,,
AKAP17A,ENSG00000197976,,
AKAP3,ENSG00000111254,0.879532978374909,
AKAP4,ENSG00000147081,0.879532978374909,
AKAP5,ENSG00000179841,,
AKAP6,ENSG00000151320,2.17246737708743,
AKAP7,ENSG00000118507,1.17728569075626,
AKAP8,ENSG00000105127,,
AKAP8L,ENSG00000011243,,
AKAP9,ENSG00000127914,2.1655204892707,
AKIP1,ENSG00000166452,0.879532978374909,
AKIRIN1,ENSG00000174574,,
AKIRIN2,ENSG00000135334,0.879532978374909,
AKNA,ENSG00000106948,0.879532978374909,
AKNAD1,ENSG00000162641,0.879532978374909,
AKR1A1,ENSG00000117448,1.17728569075626,
AKR1B1,ENSG00000085662,0.879532978374909,
AKR1B10,ENSG00000198074,1.94696613792731,
AKR1B15,ENSG00000227471,0.879532978374909,
AKR1C1,ENSG00000187134,1.17728569075626,
AKR1C2,ENSG00000151632,1.37126235162559,
AKR1C3,ENSG00000196139,1.17728569075626,
AKR1C4,ENSG00000198610,1.17728569075626,
AKR1C8,ENSG00000264006,,
AKR1D1,ENSG00000122787,1.67379111602002,
AKR1E2,ENSG00000165568,1.29293439871252,1.29293439871252
AKR7A2,ENSG00000053371,1.17728569075626,
AKR7A3,ENSG00000162482,1.17728569075626,
AKR7L,ENSG00000211454,,
AKT1,ENSG00000142208,1.37126235162559,0.491729373250684
AKT1S1,ENSG00000204673,0.879532978374909,
AKT2,ENSG00000105221,2.66419675033811,
AKT3,ENSG00000117020,2.1655204892707,
AKTIP,ENSG00000166971,0.879532978374909,
ALAD,ENSG00000148218,0.491729373250684,
ALAS1,ENSG00000023330,0.879532978374909,
ALAS2,ENSG00000158578,2.1655204892707,
ALB,ENSG00000163631,1.17728569075626,
ALCAM,ENSG00000170017,1.29293439871252,1.17728569075626
ALDH16A1,ENSG00000161618,1.91749249278834,
ALDH18A1,ENSG00000059573,2.1655204892707,
ALDH1A1,ENSG00000165092,,
ALDH1A2,ENSG00000128918,2.57152423200313,
ALDH1A3,ENSG00000184254,2.1655204892707,
ALDH1B1,ENSG00000137124,0.879532978374909,
ALDH1L1,ENSG00000144908,0.879532978374909,
ALDH1L2,ENSG00000136010,0.879532978374909,
ALDH2,ENSG00000111275,1.94696613792731,0.654031739214786
ALDH3A1,ENSG00000108602,1.17728569075626,
ALDH3A2,ENSG00000072210,1.37126235162559,
ALDH3B1,ENSG00000006534,1.17728569075626,
ALDH3B2,ENSG00000132746,,
ALDH4A1,ENSG00000159423,0.794258137645111,
ALDH5A1,ENSG00000112294,1.37126235162559,
ALDH6A1,ENSG00000119711,1.37126235162559,
ALDH7A1,ENSG00000164904,2.1655204892707,
ALDH8A1,ENSG00000118514,,
ALDH9A1,ENSG00000143149,0.879532978374909,
ALDOA,ENSG00000149925,1.37126235162559,
ALDOB,ENSG00000136872,1.67379111602002,1.17728569075626
ALDOC,ENSG00000109107,,
ALG1,ENSG00000033011,1.37126235162559,0.879532978374909
ALG10,ENSG00000139133,0.491729373250684,
ALG10B,ENSG00000175548,1.29293439871252,
ALG11,ENSG00000253710,1.37126235162559,
ALG12,ENSG00000182858,1.37126235162559,
ALG13,ENSG00000101901,2.1655204892707,
ALG14,ENSG00000172339,1.37126235162559,
ALG1L2,ENSG00000251287,,
ALG2,ENSG00000119523,1.37126235162559,
ALG3,ENSG00000214160,1.37126235162559,
ALG5,ENSG00000120697,,
ALG6,ENSG00000088035,0.879532978374909,
ALG8,ENSG00000159063,1.37126235162559,
ALG9,ENSG00000086848,1.37126235162559,
ALK,ENSG00000171094,1.29293439871252,1.29293439871252
ALKAL1,ENSG00000196711,,
ALKAL2,ENSG00000189292,1.29293439871252,
