gene,gene_id,immune_genetic_association,cardiac_genetic_association
BTG1,ENSG00000133639,0.5003304609779285,0.5594775848569531
BTG2,ENSG00000159388,0.0,0.0
BTG3,ENSG00000154640,0.0324814834006821,0.1033648489589029
BTG4,ENSG00000137707,0.0621390573451815,0.0990576444369618
BTK,ENSG00000010671,0.970479173437142,0.0
BTLA,ENSG00000186265,0.0,0.0
BTN1A1,ENSG00000124557,0.0,0.0
BTN2A1,ENSG00000112763,0.2801906775903476,0.0
BTN2A2,ENSG00000124508,0.0,0.0
BTN3A1,ENSG00000026950,0.0,0.0
BTN3A2,ENSG00000186470,0.0,0.0
BTN3A3,ENSG00000111801,0.0,0.0
BTNL2,ENSG00000204290,0.0,0.0
BTNL3,ENSG00000168903,0.0,0.0
BTNL8,ENSG00000113303,0.0,0.0
BTNL9,ENSG00000165810,0.0,0.0
BTRC,ENSG00000166167,0.0,0.6473038351220709
BUB1,ENSG00000169679,0.0810679342696437,0.3532926389787635
BUB1B,ENSG00000156970,0.0,0.0
BUB1B-PAK6,ENSG00000259288,0.0,0.0
BUB3,ENSG00000154473,0.0,0.1078923357490602
BUD13,ENSG00000137656,0.0,0.6284365046929883
BUD23,ENSG00000071462,0.0,0.0
BUD31,ENSG00000106245,0.0,0.0
POPDC1,ENSG00000112276,0.0341380390722346,0.8446592239856797
BYSL,ENSG00000112578,0.0,0.0
BZW1,ENSG00000082153,0.0,0.0
BZW2,ENSG00000136261,0.03845248540968,0.060289451389633
C10orf105,ENSG00000214688,0.2971512792030118,0.0944862610445563
C10orf120,ENSG00000183559,0.3394552801776166,0.0
C10orf53,ENSG00000178645,0.404099410821171,0.1955101082147451
C10orf62,ENSG00000203942,0.0,0.0521457958341229
C10orf67,ENSG00000179133,0.0,0.0
C10orf71,ENSG00000177354,0.038774738084379,0.7328059021823156
SPMIP5,ENSG00000165863,0.0,0.2219266709040225
C10orf88,ENSG00000119965,0.0,0.0
C10orf90,ENSG00000154493,0.4640635078151154,0.6533917231007437
C10orf95,ENSG00000120055,0.4907678051544437,0.0358346621470714
GPR15LG,ENSG00000188373,0.0549927148323227,0.1428826021831676
CFAP68,ENSG00000137720,0.0,0.2137346486466654
C11orf16,ENSG00000176029,0.0,0.0
C11orf21,ENSG00000110665,0.6787526736124316,0.0533468984568573
C11orf24,ENSG00000171067,0.0,0.0
C11orf42,ENSG00000180878,0.0,0.0
KCNJ5-AS1,ENSG00000174370,0.0,0.0
CSTPP1,ENSG00000149179,0.4210200844881199,0.6630465181233899
C11orf52,ENSG00000149300,0.0,0.0
POU2AF2,ENSG00000150750,0.4103279307854763,0.3385628723023422
BKGD,ENSG00000182919,0.0,0.0
C11orf58,ENSG00000110696,0.0,0.5240296633585415
C11orf65,ENSG00000166323,0.8010109376620976,0.0
C11orf68,ENSG00000175573,0.0,0.0
C11orf71,ENSG00000180425,0.0,0.0
TOP6BL,ENSG00000173715,0.0,0.1065791296763708
C11orf86,ENSG00000173237,0.0,0.0
C11orf87,ENSG00000185742,0.5518625225731171,0.7276717758599799
C11orf91,ENSG00000205177,0.4870678319204094,0.0
FREY1,ENSG00000234776,0.0,0.0335303040731431
C11orf96,ENSG00000187479,0.0,0.0350445787922124
C11orf97,ENSG00000257057,0.5890594945496028,0.0
C11orf98,ENSG00000278615,0.0,0.0
RLIG1,ENSG00000133641,0.0,0.0
FERRY3,ENSG00000047621,0.0,0.4922418309152794
REDIC1,ENSG00000180116,0.0,0.033282946967021
C12orf42,ENSG00000179088,0.7456688906791051,0.6581468531629668
C12orf43,ENSG00000157895,0.3055983103018494,0.2400508926540702
ZC3H11D,ENSG00000165805,0.0,0.0
C12orf54,ENSG00000177627,0.0,0.061997707192085
C12orf56,ENSG00000185306,0.0,0.3264354304748157
C12orf57,ENSG00000111678,0.8363473158748603,0.0
C12orf60,ENSG00000182993,0.0,0.0
C12orf71,ENSG00000214700,0.0,0.0
UQCC6,ENSG00000204954,0.0,0.0374930318583046
C12orf75,ENSG00000235162,0.4173460530783881,0.2505268788891256
C12orf76,ENSG00000174456,0.0,0.073160148945784
C14orf119,ENSG00000179933,0.0,0.0
C14orf132,ENSG00000227051,0.1551466926077643,0.1556207621475876
C14orf180,ENSG00000184601,0.3444671230486705,0.0548450642317959
DORIP1,ENSG00000179476,0.0,0.4126875593193386
C14orf39,ENSG00000179008,0.0,0.4213630524818816
C14orf93,ENSG00000100802,0.0,0.0
PRMT2IP,ENSG00000167173,0.2403372525367178,0.0
C15orf40,ENSG00000169609,0.0276693293835568,0.0
COXFA4L3,ENSG00000166920,0.0,0.0
C15orf61,ENSG00000189227,0.0,0.1635754360491595
C15orf62,ENSG00000188277,0.0,0.0
PIERCE2,ENSG00000261652,0.0,0.0
C16orf46,ENSG00000166455,0.0,0.0
C16orf54,ENSG00000185905,0.0,0.0
HAPSTR1,ENSG00000182831,0.0,0.0
CLMB,ENSG00000154102,0.4293872598530491,0.0
C16orf78,ENSG00000166152,0.0952973797358124,0.0596919008305465
C16orf82,ENSG00000234186,0.0,0.0
C16orf86,ENSG00000159761,0.0,0.0844746054881961
HDIP1,ENSG00000155330,0.0,0.0
C16orf89,ENSG00000153446,0.081584692164261,0.0543539871577878
C16orf90,ENSG00000215131,0.0,0.0395250892143217
UQCC4,ENSG00000174109,0.0,0.0
FIMP1,ENSG00000167194,0.0,0.0
C16orf95,ENSG00000260456,0.1750153741628043,0.2784058702834594
C16orf96,ENSG00000205832,0.0,0.0
C17orf100,ENSG00000256806,0.0,0.112128233558116
C17orf107,ENSG00000205710,0.0,0.3570882052856569
C17orf113,ENSG00000267221,0.0,0.0510755395991429
BACC1,ENSG00000258315,0.0,0.0
PGBDF,ENSG00000270806,0.0,0.0
C17orf58,ENSG00000186665,0.0,0.0417625180564356
CHCT1,ENSG00000141371,0.0,0.0
C17orf67,ENSG00000214226,0.0421144100484267,0.0
C17orf75,ENSG00000108666,0.0,0.0
C17orf78,ENSG00000278505,0.0,0.0958077108191404
MTNAP1,ENSG00000141219,0.0,0.0
LIAT1,ENSG00000187624,0.0,0.0
SPMAP1,ENSG00000275489,0.0,0.0
C17orf99,ENSG00000187997,0.0,0.0
RMP24,ENSG00000141428,0.3442657238791777,0.3323623318052467
ARK2N,ENSG00000152242,0.0,0.0508241059993563
C18orf32,ENSG00000177576,0.0,0.0588338294878798
C18orf54,ENSG00000166845,0.3458553779696022,0.4514498780122211
C18orf63,ENSG00000206043,0.0,0.0409581765988055
C19orf12,ENSG00000131943,0.0,0.2934800688401318
C19orf18,ENSG00000177025,0.0,0.0
C19orf25,ENSG00000119559,0.0,0.0
C19orf33,ENSG00000167644,0.0,0.0
C19orf38,ENSG00000214212,0.1794734674933089,0.3036105581500687
C19orf44,ENSG00000105072,0.0,0.0
C19orf47,ENSG00000160392,0.2672358104162676,0.0
C19orf53,ENSG00000104979,0.0,0.0
ACTMAP,ENSG00000188493,0.2025216440765816,0.1580285398592416
C19orf67,ENSG00000188032,0.0,0.0
TEKTIP1,ENSG00000183397,0.0684933733745347,0.0
C19orf73,ENSG00000221916,0.0,0.0
C19orf81,ENSG00000235034,0.0,0.0
C19orf84,ENSG00000262874,0.1766714669258541,0.0
C1D,ENSG00000197223,0.4531566784070389,0.5093846660951513
C1GALT1,ENSG00000106392,0.4182077531798318,0.8909740177763368
C1GALT1C1,ENSG00000171155,0.4670914536664647,0.0
C1GALT1C1L,ENSG00000223658,0.0437790026404747,0.0557121393411175
C1QA,ENSG00000173372,0.7653063266614767,0.0
C1QB,ENSG00000173369,0.7962130075315963,0.0
C1QBP,ENSG00000108561,0.0,0.0586946013762075
C1QC,ENSG00000159189,0.7931299019414875,0.0
C1QL1,ENSG00000131094,0.0,0.0
C1QL2,ENSG00000144119,0.4732973279928127,0.3076055966769585
C1QL3,ENSG00000165985,0.0,0.0637637451533299
C1QL4,ENSG00000186897,0.0,0.0
C1QTNF1,ENSG00000173918,0.0,0.0308427170945375
C1QTNF12,ENSG00000184163,0.1525698830420255,0.0
C1QTNF2,ENSG00000145861,0.0647245924308126,0.0
C1QTNF3,ENSG00000082196,0.0,0.0
C1QTNF3-AMACR,ENSG00000273294,0.0,0.0
C1QTNF4,ENSG00000172247,0.0,0.2516433184317004
C1QTNF5,ENSG00000223953,0.0,0.0
C1QTNF6,ENSG00000133466,0.8899271402835488,0.0
C1QTNF7,ENSG00000163145,0.0,0.0311695884743037
C1QTNF8,ENSG00000184471,0.3706877078017579,0.0
C1QTNF9,ENSG00000240654,0.0778989463118369,0.1329788197080439
C1QTNF9B,ENSG00000205863,0.0,0.0849981178634611
C1R,ENSG00000159403,0.607930797611621,0.5630156293700925
C1RL,ENSG00000139178,0.0,0.0997938163392531
C1S,ENSG00000182326,0.7809048218782453,0.6473181356631541
SPMIP3,ENSG00000173728,0.0,0.2489697488980493
C1orf105,ENSG00000180999,0.0566046835476161,0.1768115047540579
AIRIM,ENSG00000116922,0.0,0.0
FIRRM,ENSG00000000460,0.0,0.5757281542431472
C1orf115,ENSG00000162817,0.0881331860810521,0.1013733814012841
C1orf116,ENSG00000182795,0.0657260275326652,0.0498530489729822
C1orf122,ENSG00000197982,0.1641298784052325,0.0
CIROZ,ENSG00000175262,0.0,0.7720721129667588
FSAF1,ENSG00000143633,0.0,0.0504070580502948
C1orf141,ENSG00000203963,0.5974161364853435,0.4266855750005206
C1orf146,ENSG00000203910,0.0,0.0
CFAP107,ENSG00000157330,0.0,0.0
C1orf159,ENSG00000131591,0.0,0.0600568885584348
C1orf162,ENSG00000143110,0.0,0.0
C1orf167,ENSG00000215910,0.1153135355201194,0.5631481618093255
C1orf174,ENSG00000198912,0.3071155319322104,0.0
C1orf185,ENSG00000204006,0.2898365797665294,0.4750099584333599
CFAP141,ENSG00000163263,0.0,0.0
CFAP276,ENSG00000179902,0.0,0.0
C1orf198,ENSG00000119280,0.0,0.0
C1orf21,ENSG00000116667,0.4182077531798318,0.0
C1orf210,ENSG00000253313,0.0,0.0
C1orf216,ENSG00000142686,0.0,0.0
C1orf226,ENSG00000239887,0.121053363612154,0.0
C1orf232,ENSG00000282872,0.0,0.0
C1orf35,ENSG00000143793,0.0,0.1165266426571001
LTAP1,ENSG00000143612,0.0,0.0
C1orf50,ENSG00000164008,0.0,0.0
C1orf52,ENSG00000162642,0.4666685244080057,0.0565874346244228
C1orf53,ENSG00000203724,0.0413857871958953,0.1575489227651389
C1orf54,ENSG00000118292,0.3818472390742383,0.0805175580579024
C1orf56,ENSG00000143443,0.0,0.0326409671564293
KPLCE,ENSG00000198854,0.0630656556787072,0.0
C1orf74,ENSG00000162757,0.0,0.0
C1orf87,ENSG00000162598,0.3206309098374844,0.5179620366397415
C1orf94,ENSG00000142698,0.0,0.2782120368446379
C2,ENSG00000166278,0.8220276859951896,0.1519826994029052
C20orf141,ENSG00000258713,0.0,0.2330571105844486
C20orf144,ENSG00000149609,0.0,0.0
C20orf173,ENSG00000125975,0.0453041666932452,0.0
C20orf202,ENSG00000215595,0.0,0.0588746691602416
C20orf203,ENSG00000198547,0.0,0.6885683022759346
C20orf204,ENSG00000196421,0.0893811395057644,0.0740963758314054
ADISSP,ENSG00000101220,0.6586423516209016,0.0
CIMIP1,ENSG00000124237,0.0,0.0
C20orf96,ENSG00000196476,0.0,0.0
C21orf58,ENSG00000160298,0.0,0.0
EPCIP,ENSG00000205929,0.0,0.0
C21orf91,ENSG00000154642,0.3170095987641005,0.1119247807605765
C22orf15,ENSG00000169314,0.0,0.0
C22orf23,ENSG00000128346,0.0,0.0
C22orf31,ENSG00000100249,0.1461249764687771,0.3500459590583056
C22orf39,ENSG00000242259,0.0,0.0
C22orf42,ENSG00000205856,0.2532300290146547,0.0
C2CD2,ENSG00000157617,0.0,0.0
C2CD2L,ENSG00000172375,0.0,0.0
C2CD3,ENSG00000168014,0.0,0.0
C2CD4A,ENSG00000198535,0.1742587403005643,0.3997956664647977
C2CD4B,ENSG00000205502,0.0,0.3190117721502967
C2CD4C,ENSG00000183186,0.0,0.0
C2CD4D,ENSG00000225556,0.1417820757577627,0.0
C2CD5,ENSG00000111731,0.0,0.0
CATSPERT,ENSG00000155754,0.3080754827780675,0.3730400801768975
C2orf15,ENSG00000273045,0.0,0.0
SPATA31H1,ENSG00000221843,0.0,0.0
C2orf42,ENSG00000115998,0.0,0.0
TSLIG2,ENSG00000135974,0.0324478002394201,0.0997859428685391
CIMIP5,ENSG00000150873,0.2427895852074794,0.0
C2orf66,ENSG00000187944,0.0,0.3757283556299887
C2orf68,ENSG00000168887,0.0,0.0
C2orf69,ENSG00000178074,0.3418818066901751,0.088685696166219
C2orf72,ENSG00000204128,0.0,0.0
CIMIP6,ENSG00000177994,0.0,0.038590969749985
DEMA1,ENSG00000237651,0.3842715461846124,0.2242122304305413
C2orf76,ENSG00000186132,0.0,0.0
C2orf78,ENSG00000187833,0.0,0.0765315864581557
C2orf80,ENSG00000188674,0.0,0.3886121772686439
C2orf81,ENSG00000284308,0.0,0.0
AKAP19,ENSG00000187699,0.0,0.3769980765117458
C3,ENSG00000125730,0.8982916184941887,0.464567856744645
C3AR1,ENSG00000171860,0.0,0.0
CEP15,ENSG00000114405,0.1921677231176918,0.5058255682725554
C3orf18,ENSG00000088543,0.0,0.0
FAM194C,ENSG00000131379,0.403946325461938,0.405029694984385
C3orf22,ENSG00000180697,0.0,0.0496716268871641
MISO1,ENSG00000174928,0.0,0.0
C3orf38,ENSG00000179021,0.0,0.1895343444459487
C3orf49,ENSG00000163632,0.0483949024886373,0.4340415704501834
C3orf52,ENSG00000114529,0.0,0.0
PRR23E,ENSG00000214324,0.0,0.5361521438019351
C3orf62,ENSG00000188315,0.0404152640769554,0.0823206904668253
C3orf70,ENSG00000187068,0.3858132458479747,0.0477356071924443
C3orf80,ENSG00000180044,0.1255852953152383,0.2648352448271393
CIMIP7,ENSG00000236980,0.0363605728594423,0.0
C3orf85,ENSG00000241224,0.0,0.0
C4A,ENSG00000244731,0.6252230514103516,0.0
C4B,ENSG00000224389,0.5903683523472854,0.0
C4BPA,ENSG00000123838,0.0735333689637791,0.6376111856458051
C4BPB,ENSG00000123843,0.0519804260744679,0.8807530047165513
C4orf17,ENSG00000138813,0.0,0.0
PGCKA1,ENSG00000154274,0.0,0.4956455687517954
ARLN,ENSG00000164096,0.1126734877047412,0.4771731645643075
C4orf33,ENSG00000151470,0.1826681231776246,0.2784294362517636
C4orf36,ENSG00000163633,0.1475906946167273,0.1785362929234426
SPMIP2,ENSG00000164123,0.0383590915432506,0.0616730914721465
C4orf46,ENSG00000205208,0.0,0.0375623458389127
CFAP96,ENSG00000205129,0.0,0.0
NICOL1,ENSG00000243449,0.0,0.075148824520319
C4orf50,ENSG00000181215,0.0768823980409263,0.0445765080447013
C4orf51,ENSG00000237136,0.0,0.0537493440659049
C4orf54,ENSG00000248713,0.0,0.3082718429484472
C5,ENSG00000106804,0.8061558060611642,0.433842324298434
C5AR1,ENSG00000197405,0.0,0.0
C5AR2,ENSG00000134830,0.0,0.0
C5orf15,ENSG00000113583,0.0891264951010374,0.0
C5orf22,ENSG00000082213,0.0,0.0407756940584549
C5orf24,ENSG00000181904,0.0,0.0
C5orf34,ENSG00000172244,0.0,0.0
C5orf46,ENSG00000178776,0.3074271064959725,0.336183033418779
C5orf47,ENSG00000185056,0.1089693281703947,0.4282359209550171
CFAP90,ENSG00000215217,0.5309720293431165,0.0
RIMOC1,ENSG00000205765,0.1175193724422212,0.2861988023361419
C5orf52,ENSG00000187658,0.0,0.0
C5orf58,ENSG00000234511,0.1945378552357187,0.0
C5orf63,ENSG00000164241,0.0,0.0
C6,ENSG00000039537,0.8845517869579,0.2215142198306562
C6orf118,ENSG00000112539,0.3121616875563255,0.621700649425728
C6orf120,ENSG00000185127,0.0362234713186317,0.0
C6orf132,ENSG00000188112,0.0318747598249631,0.0
C6orf136,ENSG00000204564,0.0,0.0
C6orf141,ENSG00000197261,0.0504070580502948,0.0364921824573995
C6orf15,ENSG00000204542,0.0,0.0
C6orf163,ENSG00000203872,0.0,0.17413803252857
PEX39,ENSG00000221821,0.0,0.0
C6orf47,ENSG00000204439,0.0,0.0
C6orf52,ENSG00000137434,0.0,0.0440608089489599
C6orf58,ENSG00000184530,0.4317118758357711,0.1420609634960853
C6orf62,ENSG00000112308,0.0257586985443231,0.0
C6orf89,ENSG00000198663,0.0,0.0
C7,ENSG00000112936,0.8639083438097234,0.0
C7orf25,ENSG00000136197,0.0,0.1069934587048122
INTS15,ENSG00000146576,0.0619063574985018,0.0
SPMIP4,ENSG00000153790,0.067106921643752,0.0511358409052026
C7orf33,ENSG00000170279,0.6191104637609254,0.2036728474224017
CHLSN,ENSG00000146540,0.5199747050524852,0.2284341339921953
C7orf57,ENSG00000164746,0.0,0.0
SPACDR,ENSG00000185955,0.0,0.0
C8A,ENSG00000157131,0.7925681588046044,0.0512585685028805
C8B,ENSG00000021852,0.8096348914000411,0.0609285651987066
C8G,ENSG00000176919,0.607930797611621,0.0858662434248075
C8orf33,ENSG00000182307,0.3714612994750255,0.0
C8orf34,ENSG00000165084,0.4851474244415183,0.6870589626195988
C8orf44-SGK3,ENSG00000288602,0.0,0.0
C8orf48,ENSG00000164743,0.4032803028314211,0.4687348799574591
C8orf58,ENSG00000241852,0.0,0.2513975635826058
C8orf74,ENSG00000171060,0.0,0.6737188806838383
C8orf76,ENSG00000189376,0.0,0.4385884314684785
C8orf82,ENSG00000213563,0.0,0.0
C8orf88,ENSG00000253250,0.0,0.0
C8orf89,ENSG00000274443,0.0,0.0416603055137782
C9,ENSG00000113600,0.8542507146840583,0.0731141061198266
PIERCE1,ENSG00000160345,0.0,0.0457367925099016
SPATA31G1,ENSG00000174038,0.0,0.0
CFAP95,ENSG00000204711,0.0,0.0
C9orf152,ENSG00000188959,0.0304347031083802,0.1506107982338548
C9orf153,ENSG00000187753,0.0661824788694873,0.1888809100618385
SPMIP6,ENSG00000164972,0.290695234274262,0.0
C9orf40,ENSG00000135045,0.134820706369895,0.0306810320322114
C9orf43,ENSG00000157653,0.0,0.1333535672411804
C9orf50,ENSG00000179058,0.0,0.0796756122043947
C9orf57,ENSG00000204669,0.0,0.0
QNG1,ENSG00000165118,0.0646444929985468,0.1364134717097549
C9orf72,ENSG00000147894,0.0,0.3299680700606268
C9orf78,ENSG00000136819,0.0,0.0827467700602018
C9orf85,ENSG00000155621,0.0,0.0
CA1,ENSG00000133742,0.0,0.0
CA10,ENSG00000154975,0.5807503141012066,0.598401086329008
CA11,ENSG00000063180,0.1381905301444956,0.0
CA12,ENSG00000074410,0.4053958372658678,0.2189934792082996
CA13,ENSG00000185015,0.0,0.0
CA14,ENSG00000118298,0.0,0.0
CA2,ENSG00000104267,0.0,0.0
CA3,ENSG00000164879,0.0,0.0
CA4,ENSG00000167434,0.0,0.0
CA5A,ENSG00000174990,0.0,0.1058097732787123
CA5B,ENSG00000169239,0.0,0.0
CA6,ENSG00000131686,0.0254301204725427,0.0
CA7,ENSG00000168748,0.0,0.0
CA8,ENSG00000178538,0.3569650974739181,0.3634905404717781
CA9,ENSG00000107159,0.0,0.0505733982419138
CAAP1,ENSG00000120159,0.2046571086646986,0.2497624480030097
CAB39,ENSG00000135932,0.0,0.2290843772720595
CAB39L,ENSG00000102547,0.0,0.0
CABCOCO1,ENSG00000183346,0.4610837000573954,0.8051261612438465
CABIN1,ENSG00000099991,0.0,0.2376131448458481
CABLES1,ENSG00000134508,0.0,0.0489950211385814
CABLES2,ENSG00000149679,0.0,0.0
CABP1,ENSG00000157782,0.0,0.0
CABP2,ENSG00000167791,0.0,0.0
CABP4,ENSG00000175544,0.0,0.0
CABP5,ENSG00000105507,0.0,0.0
CABP7,ENSG00000100314,0.0,0.0
CABS1,ENSG00000145309,0.3686239511780623,0.0
CABYR,ENSG00000154040,0.0,0.077013381016382
CACFD1,ENSG00000160325,0.0,0.042405009693454
CACHD1,ENSG00000158966,0.1954890544837994,0.3407221457020336
CACNA1A,ENSG00000141837,0.0,0.9146802521077348
CACNA1B,ENSG00000148408,0.0475581279818872,0.6085937738809388
CACNA1C,ENSG00000151067,0.492943852847457,0.8926153153817203
CACNA1D,ENSG00000157388,0.0,0.811761402104146
CACNA1E,ENSG00000198216,0.0,0.5407851513012054
CACNA1F,ENSG00000102001,0.0,0.0
CACNA1G,ENSG00000006283,0.0,0.0121586159522324
CACNA1H,ENSG00000196557,0.2018544141874333,0.3565181281740921
CACNA1I,ENSG00000100346,0.0,0.1823792392834863
CACNA1S,ENSG00000081248,0.0971421336296787,0.0
CACNA2D1,ENSG00000153956,0.4532597576927727,0.635625338307592
CACNA2D2,ENSG00000007402,0.0,0.0
CACNA2D3,ENSG00000157445,0.3831762581205073,0.4536852747235014
CACNA2D4,ENSG00000151062,0.0333937293059027,0.0592341442995355
CACNB1,ENSG00000067191,0.0,0.1162753778590368
CACNB2,ENSG00000165995,0.3187324558371159,0.7821140486854216
CACNB3,ENSG00000167535,0.0,0.0
CACNB4,ENSG00000182389,0.0799967111181507,0.036289327073781
CACNG1,ENSG00000108878,0.0604396740311902,0.0403963808524141
CACNG2,ENSG00000166862,0.0,0.289140187824392
CACNG3,ENSG00000006116,0.4505238613855341,0.4286090300358789
CACNG4,ENSG00000075461,0.0,0.5107716476128382
CACNG5,ENSG00000075429,0.0,0.5074559907259115
CACNG6,ENSG00000130433,0.0,0.0
CACNG7,ENSG00000105605,0.0,0.0
CACNG8,ENSG00000142408,0.0568083597456245,0.0
CACTIN,ENSG00000105298,0.0,0.0
CACUL1,ENSG00000151893,0.0,0.6293694621818439
CACYBP,ENSG00000116161,0.3965309088891393,0.3885361551912391
CAD,ENSG00000084774,0.2518614178319227,0.276946252245294
CADM1,ENSG00000182985,0.4906720335975939,0.503312252530465
CADM2,ENSG00000175161,0.2007074301887008,0.4485329093282191
CADM3,ENSG00000162706,0.0,0.1420857246722012
CADM4,ENSG00000105767,0.0,0.5866002519911916
CADPS,ENSG00000163618,0.0427810263749514,0.5254165970509559
CADPS2,ENSG00000081803,0.3262105022368354,0.2983267927691269
CAGE1,ENSG00000164304,0.0,0.0
CALB1,ENSG00000104327,0.0,0.4071564911855235
CALB2,ENSG00000172137,0.0,0.6489694572211674
CALCA,ENSG00000110680,0.0,0.7157092556143426
CALCB,ENSG00000175868,0.0,0.4084641375977539
CALCOCO1,ENSG00000012822,0.1487309438188877,0.0
CALCOCO2,ENSG00000136436,0.0493848364989944,0.1098755143021935
CALCR,ENSG00000004948,0.0,0.3116058712334884
CALCRL,ENSG00000064989,0.465832720930674,0.6817454911759973
CALD1,ENSG00000122786,0.3392406283272207,0.2818730316276307
CALHM1,ENSG00000185933,0.066623417789085,0.5453381660460753
CALHM2,ENSG00000138172,0.0247483368719238,0.5811814661966644
CALHM3,ENSG00000183128,0.0804009868841271,0.405705543584774
CALHM4,ENSG00000164451,0.0616788936814623,0.0
CALHM5,ENSG00000178033,0.0,0.0
CALHM6,ENSG00000188820,0.4184120956280773,0.0
CALM1,ENSG00000198668,0.0,0.8667543667608638
CALM2,ENSG00000143933,0.2704075399002143,0.5472662421088919
CALM3,ENSG00000160014,0.0304301410590259,0.7549554550789833
CALML3,ENSG00000178363,0.0704906061510637,0.0704906061510637
CALML4,ENSG00000129007,0.0,0.1769723314084003
CALML5,ENSG00000178372,0.0,0.0
CALML6,ENSG00000169885,0.0,0.085091304023731
CALN1,ENSG00000183166,0.0,0.645118403916598
CALR,ENSG00000179218,0.6778674659817758,0.0
CALR3,ENSG00000269058,0.0,0.3454900431426076
CALU,ENSG00000128595,0.0,0.0331515094876852
CALY,ENSG00000130643,0.0,0.0
CAMK1,ENSG00000134072,0.0,0.0
CAMK1D,ENSG00000183049,0.4298065118263519,0.6660995915340886
CAMK1G,ENSG00000008118,0.0,0.5681678540508528
CAMK2A,ENSG00000070808,0.5988556960922027,0.0591106358636496
CAMK2B,ENSG00000058404,0.0,0.165258190552842
CAMK2D,ENSG00000145349,0.5027024295110568,0.781874635957627
CAMK2G,ENSG00000148660,0.7369725632590185,0.1957270248113
CAMK2N1,ENSG00000162545,0.0,0.0373534006267033
CAMK2N2,ENSG00000163888,0.0,0.0409511361545391
CAMK4,ENSG00000152495,0.4814908060812992,0.1369058577156824
CAMKK1,ENSG00000004660,0.0,0.0252605165948016
CAMKK2,ENSG00000110931,0.0,0.0316033953417635
CAMKMT,ENSG00000143919,0.0324503716010349,0.4093908986412529
CAMKV,ENSG00000164076,0.207290952962607,0.1807099552857554
CAMLG,ENSG00000164615,0.0,0.1549613751344606
CAMP,ENSG00000164047,0.0,0.1459968927963975
CAMSAP1,ENSG00000130559,0.0292563409790811,0.5153834573664423
CAMSAP2,ENSG00000118200,0.3478416537050529,0.4149121558853147
CAMSAP3,ENSG00000076826,0.0,0.0
CAMTA1,ENSG00000171735,0.4811466154617017,0.6931881946945754
CAMTA2,ENSG00000108509,0.0,0.0
CAND1,ENSG00000111530,0.3101148529107748,0.4082808404154388
CAND2,ENSG00000144712,0.0,0.8975232442656588
CANT1,ENSG00000171302,0.0295024253132925,0.0547057237649124
CANX,ENSG00000127022,0.0,0.0
CAP1,ENSG00000131236,0.0,0.0395777371299982
CAP2,ENSG00000112186,0.0499876937469444,0.7276688168353964
CAPG,ENSG00000042493,0.0,0.0520201803803915
CAPN1,ENSG00000014216,0.0,0.0
CAPN10,ENSG00000142330,0.0704368326701921,0.0
CAPN11,ENSG00000137225,0.0,0.3058591384670737
CAPN12,ENSG00000182472,0.0,0.2096423968030785
CAPN13,ENSG00000162949,0.0539142739039519,0.6323865513475511
CAPN14,ENSG00000214711,0.0464361836190168,0.0816846917244564
CAPN15,ENSG00000103326,0.0,0.0
CAPN2,ENSG00000162909,0.0,0.1893962635109546
CAPN3,ENSG00000092529,0.0,0.6299892612452391
CAPN5,ENSG00000149260,0.0,0.0
CAPN6,ENSG00000077274,0.0,0.0
CAPN7,ENSG00000131375,0.0,0.0347445533879454
CAPN8,ENSG00000203697,0.0,0.4822665573099683
CAPN9,ENSG00000135773,0.0,0.7171181503235394
CAPNS1,ENSG00000126247,0.0,0.6839221473130737
CAPNS2,ENSG00000256812,0.0,0.0318516424823357
CAPRIN1,ENSG00000135387,0.0,0.3466034520396545
CAPRIN2,ENSG00000110888,0.0,0.5503692485905759
CAPS,ENSG00000105519,0.0,0.0
CAPS2,ENSG00000180881,0.0,0.0673065158324388
CAPSL,ENSG00000152611,0.0914018145593396,0.0
CAPZA1,ENSG00000116489,0.0,0.2622955278751392
CAPZA2,ENSG00000198898,0.0,0.4320187589982539
CAPZA3,ENSG00000177938,0.0,0.0
CAPZB,ENSG00000077549,0.5497576466357568,0.4669822445662666
CARD10,ENSG00000100065,0.5547030788874036,0.0
CARD11,ENSG00000198286,0.8912821813859727,0.5720756624074792
CARD14,ENSG00000141527,0.9220397196083124,0.0
CARD16,ENSG00000204397,0.0,0.0
CARD18,ENSG00000255501,0.3532744849936444,0.0
CARD19,ENSG00000165233,0.0,0.0451968788153214
CARD6,ENSG00000132357,0.0546746165056768,0.0
CARD8,ENSG00000105483,0.6464374621156385,0.0
CARD9,ENSG00000187796,0.9005558366980542,0.0411048029802991
CARF,ENSG00000138380,0.0,0.6865422214907068
CARHSP1,ENSG00000153048,0.1252427614304498,0.0320281795699126
CARM1,ENSG00000142453,0.0639429447448676,0.0799286809310845
CARMIL1,ENSG00000079691,0.6359715165469929,0.600554256105884
CARMIL2,ENSG00000159753,0.8568524104318261,0.0331185442422519
CARMIL3,ENSG00000186648,0.0,0.0739205452731548
CARNMT1,ENSG00000156017,0.0399727960192898,0.101476818087309
CARNS1,ENSG00000172508,0.0,0.0
CARS1,ENSG00000110619,0.0,0.0
CARS2,ENSG00000134905,0.0839518902939144,0.6180868408542389
CARTPT,ENSG00000164326,0.2159117949399635,0.0
